city,state,lat,lon
Meadville,PA,41.6338,-80.1488
Meally,KY,37.7965,-82.7442
Means,KY,37.9284,-83.7253
Meansville,GA,33.0134,-84.3169
Mears,MI,43.6825,-86.4533
Mears,VA,37.8692,-75.6354
Mebane,NC,36.0979,-79.2719
Mecca,CA,33.5717,-116.0764
Mecca,IN,39.7272,-87.3306
Mechanic Falls,ME,44.1000,-70.3682
Mechanicsburg,IL,39.7777,-89.4177
Mechanicsburg,OH,40.0647,-83.5724
Mechanicsburg,PA,40.2142,-77.0089
Mechanicstown,OH,40.6263,-80.9560
Mechanicsville,IA,41.9039,-91.2764
Mechanicsville,MD,38.4293,-76.7254
Mechanicsville,PA,40.3438,-75.0630
Mechanicsville,VA,37.6281,-77.3395
Mechanicville,NY,42.9676,-73.6732
Mecklenburg,NY,42.4575,-76.7106
Mecosta,MI,43.6813,-85.2280
Medanales,NM,36.1756,-106.1828
Medaryville,IN,41.0897,-86.8808
Meddybemps,ME,45.0193,-67.3829
Medfield,MA,42.1845,-71.3048
Medford,MA,42.4183,-71.1067
Medford,MN,44.1741,-93.2437
Medford,NJ,39.8681,-74.8234
Medford,NY,40.8174,-72.9852
Medford,OK,36.8142,-97.7202
Medford,OR,42.3193,-122.8870
Medford,WI,45.1512,-90.3503
Media,IL,40.7618,-90.8570
Media,PA,39.9156,-75.4072
Mediapolis,IA,41.0059,-91.1321
Medical Lake,WA,47.5837,-117.6794
Medicine Bow,WY,41.9030,-106.2012
Medicine Lake,MT,48.4852,-104.4375
Medicine Lodge,KS,37.2845,-98.5848
Medicine Park,OK,34.7292,-98.5022
Medimont,ID,47.4625,-116.5683
Medina,ND,46.8920,-99.3106
Medina,NY,43.2184,-78.3874
Medina,OH,41.1404,-81.8584
Medina,TN,35.8081,-88.7627
Medina,TX,29.7907,-99.3064
Medina,WA,47.6211,-122.2264
Medinah,IL,41.9705,-88.0575
Medon,TN,35.4718,-88.8717
Medora,IL,39.1986,-90.1542
Medora,IN,38.8255,-86.1897
Medora,ND,46.8458,-103.4210
Medusa,NY,42.4515,-74.1315
Medway,MA,42.1514,-71.4217
Medway,ME,45.6070,-68.5227
Medway,OH,39.8798,-84.0268
Meeker,CO,40.0387,-107.8925
Meeker,OK,35.5211,-96.9981
Meers,OK,34.7828,-98.5786
Meeteetse,WY,44.1962,-108.9500
Megargel,AL,31.3797,-87.4283
Megargel,TX,33.4508,-98.9242
Mehama,OR,44.7903,-122.6181
Meherrin,VA,37.1013,-78.3874
Mehoopany,PA,41.5587,-76.1035
Meigs,GA,31.0625,-84.0824
Mekinock,ND,47.9809,-97.4896
Mekoryuk,AK,60.3657,-166.2836
Melba,ID,43.3784,-116.5489
Melber,KY,36.9197,-88.7520
Melbeta,NE,41.7817,-103.5172
Melbourne,AR,36.0600,-91.9052
Melbourne,FL,28.0691,-80.6200
Melbourne,IA,41.9323,-93.0856
Melbourne,KY,39.0067,-84.3538
Melbourne Beach,FL,28.0219,-80.5389
Melcher,IA,41.2229,-93.2194
Melcroft,PA,40.0648,-79.3587
Meldrim,GA,32.1431,-81.3781
Melfa,VA,37.6407,-75.7454
Melissa,TX,33.2841,-96.5740
Mellen,WI,46.3007,-90.6552
Mellenville,NY,42.2531,-73.6681
Mellette,SD,45.1631,-98.4824
Mellott,IN,40.1653,-87.1478
Mellwood,AR,34.2200,-91.0086
Melmore,OH,41.0390,-83.1432
Melrose,FL,29.7325,-82.0279
Melrose,IA,40.9665,-93.0145
Melrose,LA,31.5986,-92.9669
Melrose,MA,42.4581,-71.0632
Melrose,MN,45.6582,-94.8198
Melrose,MT,45.6319,-112.6836
Melrose,NM,34.4479,-103.6325
Melrose,NY,42.8412,-73.6077
Melrose,OH,41.0922,-84.4197
Melrose,WI,44.1382,-91.0445
Melrose Park,IL,41.9003,-87.8581
Melrude,MN,47.2423,-92.4264
Melstone,MT,46.5986,-107.8714
Melvern,KS,38.5027,-95.6290
Melville,LA,30.6626,-91.7565
Melville,MT,46.0364,-109.8809
Melville,NY,40.7946,-73.4030
Melvin,AL,31.9303,-88.4589
Melvin,IA,43.2845,-95.5930
Melvin,IL,40.5714,-88.2551
Melvin,KY,37.3503,-82.6942
Melvin,MI,43.1930,-82.8393
Melvin,TX,31.1851,-99.5439
Melvin Village,NH,43.6889,-71.3047
Melvindale,MI,42.2812,-83.1826
Memphis,IN,38.4642,-85.7775
Memphis,MI,42.9060,-82.7696
Memphis,MO,40.4619,-92.1851
Memphis,NE,41.0950,-96.4311
Memphis,NY,43.0934,-76.4030
Memphis,TN,35.0337,-89.9343
Memphis,TX,34.7122,-100.5347
Mena,AR,34.5814,-94.2210
Menahga,MN,46.7572,-95.0714
Menan,ID,43.7266,-111.9837
Menard,IL,37.9100,-89.8397
Menard,TX,30.9119,-99.7847
Menasha,WI,44.2112,-88.4175
Mendenhall,MS,31.9494,-89.8095
Mendenhall,PA,39.8539,-75.6417
Mendham,NJ,40.7789,-74.6000
Mendocino,CA,39.3232,-123.7885
Mendon,IL,40.0857,-91.2899
Mendon,MA,42.0967,-71.5499
Mendon,MI,42.0143,-85.4727
Mendon,MO,39.5828,-93.0892
Mendon,NY,42.9953,-77.5001
Mendon,OH,40.6777,-84.5152
Mendon,UT,41.7100,-111.9817
Mendota,CA,36.7424,-120.4093
Mendota,IL,41.5443,-89.1083
Mendota,MN,44.8858,-93.1612
Mendota,VA,36.7223,-82.2649
Menemsha,MA,41.3517,-70.7647
Menifee,AR,35.1483,-92.5539
Menifee,CA,33.6647,-117.1743
Menlo,GA,34.5709,-85.4597
Menlo,IA,41.5348,-94.4090
Menlo,WA,46.6217,-123.6458
Menlo Park,CA,37.4534,-122.1791
Menno,SD,43.2340,-97.5650
Meno,OK,36.3815,-98.1635
Menoken,ND,46.8610,-100.5275
Menominee,MI,45.1343,-87.6215
Menomonee Falls,WI,43.1602,-88.1128
Menomonie,WI,44.8718,-91.9265
Mentcle,PA,40.6372,-78.8825
Mentmore,NM,35.5142,-108.8450
Mentone,AL,34.5872,-85.5777
Mentone,CA,34.0774,-117.1126
Mentone,IN,41.1615,-86.0299
Mentone,TX,31.7384,-103.5503
Mentor,MN,47.6576,-96.1778
Mentor,OH,41.6895,-81.3421
Mequon,WI,43.2364,-87.9844
Mer Rouge,LA,32.7718,-91.7716
Meraux,LA,29.9335,-89.9214
Merced,CA,37.3007,-120.4617
Mercedes,TX,26.1513,-97.9185
Mercedita,PR,18.0052,-66.5602
Mercer,MO,40.5169,-93.5242
Mercer,ND,47.4858,-100.7171
Mercer,PA,41.2325,-80.2340
Mercer,TN,35.4818,-89.0373
Mercer,WI,46.1696,-90.0679
Mercer Island,WA,47.5631,-122.2266
Mercersburg,PA,39.8195,-77.9073
Merchantville,NJ,39.9519,-75.0482
Mercury,NV,36.6606,-115.9936
Meredith,CO,39.3353,-106.6782
Meredith,NH,43.6502,-71.5113
Meredithville,VA,36.8067,-77.9569
Meredosia,IL,39.7976,-90.5495
Mereta,TX,31.4863,-100.1834
Meridale,NY,42.3780,-74.9803
Meriden,CT,41.5334,-72.7997
Meriden,IA,42.7874,-95.6408
Meriden,KS,39.2038,-95.5476
Meriden,NH,43.5299,-72.2756
Meriden,WY,41.5424,-104.2866
Meridian,CA,39.1168,-121.8814
Meridian,GA,31.4111,-81.4239
Meridian,ID,43.6150,-116.3975
Meridian,MS,32.3574,-88.6560
Meridian,NY,43.1656,-76.5372
Meridian,OK,35.8451,-97.2462
Meridian,TX,31.9290,-97.6443
Meridianville,AL,34.8618,-86.5789
Merigold,MS,33.8373,-90.7256
Merino,CO,40.5115,-103.3447
Merion Station,PA,40.0030,-75.2503
Merit,TX,33.2167,-96.2872
Merkel,TX,32.4444,-99.9924
Merlin,OR,42.5297,-123.4393
Mermentau,LA,30.1897,-92.5825
Merna,IL,40.5167,-88.8258
Merna,NE,41.4435,-99.8036
Merom,IN,39.0323,-87.5397
Merrick,NY,40.6683,-73.5550
Merrifield,MN,46.4943,-94.2043
Merrifield,VA,38.8741,-77.2272
Merrill,IA,42.7047,-96.2283
Merrill,MI,43.3939,-84.3308
Merrill,OR,42.0295,-121.5985
Merrill,WI,45.1809,-89.6907
Merrillan,WI,44.4369,-90.8105
Merrillville,IN,41.4957,-87.3509
Merrimac,MA,42.8346,-71.0047
Merrimac,WI,43.3855,-89.6323
Merrimack,NH,42.8667,-71.5128
Merriman,NE,42.6419,-101.7583
Merritt,MI,44.3684,-85.0155
Merritt,NC,35.1228,-76.6994
Merritt Island,FL,28.3286,-80.6782
Merrittstown,PA,39.9649,-79.8744
Merry Hill,NC,36.0871,-76.7776
Merry Point,VA,37.7336,-76.4828
Merryville,LA,30.7701,-93.5307
Mershon,GA,31.4783,-82.2170
Mertens,TX,32.0275,-96.8981
Merton,WI,43.1467,-88.3067
Mertzon,TX,31.2829,-100.8221
Mertztown,PA,40.4992,-75.6872
Mesa,AZ,33.4317,-111.8469
Mesa,CO,39.1612,-108.1044
Mesa,ID,44.6577,-116.4211
Mesa,WA,46.5782,-119.1373
Mesa Verde National Park,CO,37.2331,-108.4792
Mescalero,NM,33.2164,-105.7743
Mesena,GA,33.4597,-82.5903
Meservey,IA,42.9137,-93.4773
Meshoppen,PA,41.6392,-76.0155
Mesick,MI,44.4075,-85.7061
Mesilla,NM,32.2717,-106.7967
Mesilla Park,NM,32.2977,-106.6370
Mesopotamia,OH,41.4583,-80.9553
Mesquite,NM,32.1460,-106.6676
Mesquite,NV,36.8055,-114.0663
Mesquite,TX,32.7678,-96.6082
Meta,MO,38.2500,-92.1358
Metairie,LA,29.9871,-90.1695
Metaline,WA,48.8506,-117.3897
Metaline Falls,WA,48.8597,-117.3633
Metamora,IL,40.7844,-89.4309
Metamora,IN,39.4288,-85.1504
Metamora,MI,42.9424,-83.3184
Metamora,OH,41.6952,-83.9260
Metcalf,IL,39.8008,-87.7955
Metcalfe,MS,33.4539,-91.0072
Methow,WA,48.0900,-120.0059
Methuen,MA,42.7280,-71.1810
Metlakatla,AK,55.1215,-131.5790
Metropolis,IL,37.1753,-88.7252
Metter,GA,32.4010,-82.0607
Metuchen,NJ,40.5449,-74.3517
Metz,MO,37.9975,-94.4431
Metz,WV,39.6078,-80.4168
Mexia,AL,31.5069,-87.3883
Mexia,TX,31.6784,-96.4952
Mexican Hat,UT,37.1184,-109.9919
Mexican Springs,NM,35.7837,-108.8190
Mexico,IN,40.8222,-86.1156
Mexico,ME,44.5628,-70.5358
Mexico,MO,39.1712,-91.8895
Mexico,NY,43.4605,-76.2446
Mexico,PA,40.5375,-77.3536
Mexico Beach,FL,29.9478,-85.4181
Meyers Chuck,AK,55.7417,-132.2533
Meyersdale,PA,39.7905,-79.0261
Meyersville,TX,28.9229,-97.3042
Mi Wuk Village,CA,38.1056,-120.1318
Miami,AZ,33.4319,-110.8812
Miami,FL,25.7790,-80.1982
Miami,IN,40.6142,-86.1064
Miami,MO,39.2821,-93.1968
Miami,NM,36.2895,-104.8118
Miami,OK,36.8764,-94.8719
Miami,TX,35.7193,-100.7027
Miami,WV,38.1522,-81.4481
Miami Beach,FL,25.7611,-80.1403
Miamisburg,OH,39.6321,-84.2675
Miamitown,OH,39.2158,-84.7042
Miamiville,OH,39.2125,-84.2994
Mica,WA,47.5538,-117.1637
Micanopy,FL,29.5260,-82.2797
Micaville,NC,35.9094,-82.2133
Michael,IL,39.2182,-90.6335
Michie,TN,35.0603,-88.4405
Michigamme,MI,46.6681,-87.8924
Michigan,ND,48.0414,-98.1242
Michigan Center,MI,42.2263,-84.3213
Michigan City,IN,41.6980,-86.8699
Michigan City,MS,34.9318,-89.1362
Michigantown,IN,40.3108,-86.3753
Mickleton,NJ,39.7857,-75.2498
Mico,TX,29.5910,-98.8821
Micro,NC,35.5636,-78.2047
Mid Florida,FL,28.7461,-81.6672
Middle Amana,IA,41.7997,-91.8827
Middle Bass,OH,41.6789,-82.8122
Middle Brook,MO,37.6702,-90.6735
Middle Falls,NY,43.1006,-73.5253
Middle Granville,NY,43.4508,-73.3031
Middle Grove,NY,43.0975,-74.0167
Middle Haddam,CT,41.5539,-72.5506
Middle Island,NY,40.8782,-72.9525
Middle Point,OH,40.8731,-84.4175
Middle River,MD,39.3401,-76.4153
Middle River,MN,48.4426,-96.1232
Middle Village,NY,40.7173,-73.8792
Middleboro,MA,41.8938,-70.9187
Middlebourne,WV,39.5054,-80.8861
Middlebranch,OH,40.8900,-81.3289
Middlebrook,VA,38.0242,-79.2812
Middleburg,FL,30.0686,-81.8606
Middleburg,KY,37.3591,-84.8321
Middleburg,NC,36.3994,-78.3228
Middleburg,OH,40.2925,-83.5825
Middleburg,PA,40.7977,-77.0468
Middleburg,VA,38.9871,-77.7465
Middleburgh,NY,42.5637,-74.3292
Middlebury,CT,41.5343,-73.1131
Middlebury,IN,41.6754,-85.7114
Middlebury,VT,44.0070,-73.1661
Middlebury Center,PA,41.8917,-77.3148
Middlefield,CT,41.5168,-72.7186
Middlefield,MA,42.3479,-73.0062
Middlefield,OH,41.4455,-81.0373
Middleport,NY,43.2183,-78.4841
Middleport,OH,38.9993,-82.0600
Middleport,PA,40.7294,-76.0858
Middlesboro,KY,36.6172,-83.7231
Middlesex,NC,35.7665,-78.2062
Middlesex,NJ,40.5759,-74.5008
Middlesex,NY,42.6976,-77.2805
Middleton,ID,43.7191,-116.6112
Middleton,MA,42.5942,-71.0130
Middleton,MI,43.1689,-84.7552
Middleton,TN,35.0818,-88.9046
Middleton,WI,43.1052,-89.5073
Middletown,CA,38.7825,-122.6435
Middletown,CT,41.5569,-72.6652
Middletown,DE,39.4815,-75.6832
Middletown,IA,40.8296,-91.2631
Middletown,IL,40.0967,-89.5818
Middletown,IN,40.0475,-85.5368
Middletown,MD,39.4416,-77.5502
Middletown,MO,39.1055,-91.3873
Middletown,NJ,40.3960,-74.1139
Middletown,NY,41.4572,-74.4120
Middletown,OH,39.5321,-84.3896
Middletown,PA,40.2041,-76.7331
Middletown,RI,41.5456,-71.2919
Middletown,VA,39.0009,-78.2492
Middletown,VA,39.0367,-78.2815
Middletown Springs,VT,43.4849,-73.1145
Middleville,MI,42.6932,-85.4759
Middleville,NJ,41.0558,-74.8633
Middleville,NY,43.1369,-74.9240
Midfield,TX,28.9362,-96.2265
Midkiff,TX,31.3068,-101.9269
Midkiff,WV,38.1439,-82.1542
Midland,AR,35.0931,-94.3531
Midland,GA,32.5616,-84.8559
Midland,IN,39.1219,-87.1917
Midland,MD,39.5900,-78.9500
Midland,MI,43.6376,-84.2680
Midland,NC,35.2477,-80.5319
Midland,OH,39.2917,-83.8931
Midland,OR,42.1308,-121.8192
Midland,PA,40.6590,-80.4690
Midland,SD,44.2374,-101.2924
Midland,TX,31.9896,-102.0626
Midland,VA,38.5671,-77.7127
Midland City,AL,31.3672,-85.5130
Midland Park,NJ,40.9957,-74.1409
Midlothian,IL,41.6341,-87.7324
Midlothian,MD,39.6342,-78.9503
Midlothian,TX,32.4757,-96.9936
Midlothian,VA,37.4310,-77.6545
Midnight,MS,33.0494,-90.5733
Midpines,CA,37.5710,-119.9465
Midvale,ID,44.4420,-116.7038
Midvale,OH,40.4378,-81.3733
Midvale,UT,40.6152,-111.8851
Midville,GA,32.8638,-82.2042
Midway,AL,32.0955,-85.5315
Midway,AR,36.2905,-92.4314
Midway,FL,30.4953,-84.4544
Midway,GA,31.8018,-81.3909
Midway,KY,38.1487,-84.6928
Midway,PA,40.3680,-80.2921
Midway,TN,36.1510,-83.0281
Midway,TX,30.9806,-95.7089
Midway,UT,40.5093,-111.4776
Midway,WV,37.7178,-81.2192
Midway City,CA,33.7448,-117.9835
Midway Park,NC,34.7270,-77.3200
Midwest,WY,43.4108,-106.2668
Mifflin,PA,40.5708,-77.4131
Mifflinburg,PA,40.9218,-77.0505
Mifflintown,PA,40.5727,-77.3761
Mifflinville,PA,41.0235,-76.2924
Mikado,MI,44.5833,-83.4355
Mikana,WI,45.5919,-91.6011
Mikkalo,OR,45.7169,-120.1997
Milaca,MN,45.7795,-93.6453
Milam,TX,31.4700,-93.8318
Milam,WV,38.8125,-79.0729
Milan,GA,31.9618,-83.0588
Milan,IL,41.4262,-90.5739
Milan,IN,39.1503,-85.1324
Milan,KS,37.2578,-97.6521
Milan,MI,42.0914,-83.6776
Milan,MN,45.1143,-95.8690
Milan,MO,40.1844,-93.1361
Milan,NH,44.5870,-71.1810
Milan,NM,35.1697,-107.8903
Milan,OH,41.3111,-82.6126
Milan,PA,41.8966,-76.5328
Milan,TN,35.9251,-88.7688
Milano,TX,30.7366,-96.8035
Milanville,PA,41.6492,-75.0882
Milbank,SD,45.2061,-96.6255
Milbridge,ME,44.5366,-67.8844
Milburn,KY,36.7986,-88.8997
Milburn,OK,34.1952,-96.5429
Mildred,MT,46.7517,-104.7891
Mildred,PA,41.4792,-76.3831
Miles,IA,42.1006,-90.3367
Miles,TX,31.6121,-100.1823
Miles City,MT,46.4075,-105.8332
Milesburg,PA,40.9417,-77.7853
Milesville,SD,44.4283,-101.7523
Miley,SC,32.9478,-81.0319
Milfay,OK,35.7550,-96.5656
Milford,CA,40.1828,-120.3895
Milford,CT,41.2175,-73.0549
Milford,DE,38.9218,-75.4299
Milford,IA,43.3196,-95.1615
Milford,IL,40.6293,-87.6853
Milford,IN,41.4011,-85.8554
Milford,KS,39.1692,-96.9100
Milford,KY,38.5817,-84.1567
Milford,MA,42.1511,-71.5274
Milford,ME,44.9393,-68.6296
Milford,MI,42.6020,-83.6508
Milford,MO,37.5847,-94.1569
Milford,NE,40.7632,-97.0576
Milford,NH,42.8285,-71.6606
Milford,NJ,40.5929,-75.1025
Milford,NY,42.6148,-74.9685
Milford,OH,39.1800,-84.2438
Milford,PA,41.3228,-74.8824
Milford,TX,32.1482,-96.9612
Milford,UT,38.3311,-112.9934
Milford,VA,38.0058,-77.3185
Milford Center,OH,40.1817,-83.4373
Milford Square,PA,40.4369,-75.3992
Mililani,HI,21.4531,-158.0174
Mill City,OR,44.7516,-122.4768
Mill Creek,CA,40.3264,-121.5217
Mill Creek,IN,41.5561,-86.5472
Mill Creek,OK,34.3098,-96.7884
Mill Creek,PA,40.4471,-77.9177
Mill Creek,WA,47.8603,-122.2031
Mill Creek,WV,38.7325,-79.9786
Mill Hall,PA,41.0867,-77.4836
Mill Neck,NY,40.8857,-73.5526
Mill River,MA,42.1139,-73.2681
Mill Run,PA,39.9680,-79.4622
Mill Shoals,IL,38.2447,-88.3338
Mill Spring,MO,37.0675,-90.6746
Mill Spring,NC,35.3338,-82.1557
Mill Valley,CA,37.8958,-122.5339
Mill Village,PA,41.8764,-79.9717
Milladore,WI,44.6044,-89.8875
Millboro,VA,38.0058,-79.6406
Millbrae,CA,37.6004,-122.4020
Millbrook,AL,32.4995,-86.3641
Millbrook,IL,41.5983,-88.5528
Millbrook,NY,41.7803,-73.6885
Millburn,NJ,40.7228,-74.3015
Millbury,MA,42.1968,-71.7644
Millbury,OH,41.5611,-83.4381
Millcreek,IL,37.3531,-89.2699
Milldale,CT,41.5658,-72.8922
Milledgeville,GA,33.0769,-83.3032
Milledgeville,IL,41.9674,-89.7801
Milledgeville,OH,39.5928,-83.5875
Milledgeville,TN,35.3452,-88.3991
Millen,GA,32.7877,-81.9618
Miller,MO,37.2225,-93.8422
Miller,NE,40.9422,-99.3740
Miller,SD,44.4966,-98.9894
Miller City,IL,37.1034,-89.3494
Miller City,OH,41.1028,-84.1314
Miller Place,NY,40.9436,-72.9913
Millers Creek,NC,36.2119,-81.2485
Millers Falls,MA,42.5762,-72.4946
Millers Tavern,VA,37.8281,-76.9453
Millersburg,IA,41.5751,-92.1608
Millersburg,IN,41.5335,-85.7072
Millersburg,KY,38.3019,-84.1475
Millersburg,MI,45.4022,-84.1222
Millersburg,OH,40.5567,-81.8324
Millersburg,PA,40.5587,-76.9305
Millersport,OH,39.8993,-82.5283
Millerstown,PA,40.5505,-77.1298
Millersview,TX,31.4167,-99.7171
Millersville,MD,39.1041,-76.6190
Millersville,MO,37.4401,-89.7950
Millersville,PA,39.9982,-76.3566
Millerton,IA,40.8549,-93.2796
Millerton,NY,41.9536,-73.5287
Millerton,OK,33.9858,-95.0133
Millerton,PA,41.9625,-76.9748
Millerville,AL,33.1590,-85.9690
Millfield,OH,39.4077,-82.1113
Millheim,PA,40.8963,-77.4505
Millhousen,IN,39.2106,-85.4325
Millican,TX,30.4683,-96.2022
Milligan,FL,30.7522,-86.6408
Milligan,NE,40.4952,-97.3997
Milligan College,TN,36.3000,-82.2942
Milliken,CO,40.3107,-104.8761
Millington,IL,41.5625,-88.5983
Millington,MD,39.2580,-75.8500
Millington,MI,43.2718,-83.5619
Millington,NJ,40.6727,-74.5183
Millington,TN,35.3185,-89.9054
Millinocket,ME,45.6596,-68.7101
Millis,MA,42.1669,-71.3607
Millmont,PA,40.8803,-77.1941
Millport,AL,33.5401,-88.2000
Millport,NY,42.2581,-76.8392
Millrift,PA,41.3583,-74.7739
Millry,AL,31.6269,-88.3559
Mills,NE,42.9225,-99.4466
Mills,NM,36.1281,-104.2277
Mills,PA,41.9025,-77.7621
Mills,WY,42.8406,-106.3653
Mills River,NC,35.3711,-82.5884
Millsap,TX,32.6700,-97.8784
Millsboro,DE,38.5934,-75.2555
Millsboro,PA,39.9867,-79.9939
Millstadt,IL,38.4443,-90.0888
Millston,WI,44.1931,-90.6475
Millstone,KY,37.1516,-82.7533
Millstone,WV,38.8603,-81.0864
Millstone Township,NJ,40.1998,-74.4344
Milltown,IN,38.3445,-86.3003
Milltown,MT,46.8714,-113.8808
Milltown,NJ,40.4493,-74.4390
Milltown,WI,45.5271,-92.5017
Millville,CA,40.5653,-122.1111
Millville,DE,38.5589,-75.1078
Millville,MA,42.0331,-71.5798
Millville,MN,44.2359,-92.2672
Millville,NJ,39.3673,-75.0293
Millville,PA,41.1261,-76.5208
Millville,UT,41.6817,-111.8222
Millville,WV,39.2939,-77.7861
Millwood,GA,31.2506,-82.6441
Millwood,KY,37.4609,-86.3798
Millwood,NY,41.2015,-73.7926
Millwood,VA,39.0694,-78.0381
Millwood,WV,38.8962,-81.8248
Milmay,NJ,39.4451,-74.8667
Milmine,IL,39.9007,-88.6487
Milner,GA,33.1410,-84.1759
Milnesand,NM,33.6050,-103.2782
Milnesville,PA,40.9903,-75.9831
Milnor,ND,46.2551,-97.4337
Milo,IA,41.2904,-93.4454
Milo,ME,45.2507,-68.9771
Milo,MO,37.7446,-94.3046
Milpitas,CA,37.4365,-121.8929
Milroy,IN,39.4955,-85.5044
Milroy,MN,44.4365,-95.5545
Milroy,PA,40.7203,-77.5567
Milton,DE,38.7687,-75.2953
Milton,FL,30.6604,-87.0473
Milton,IA,40.6721,-92.1438
Milton,IL,39.5508,-90.6443
Milton,IN,39.7763,-85.1423
Milton,KS,37.4401,-97.7592
Milton,KY,38.6925,-85.3659
Milton,LA,30.1036,-92.0764
Milton,MA,42.2537,-71.0771
Milton,NC,36.5158,-79.2087
Milton,ND,48.6170,-98.0183
Milton,NH,43.4097,-70.9889
Milton,NY,41.6535,-73.9772
Milton,PA,41.0168,-76.8398
Milton,TN,35.9221,-86.1824
Milton,VT,44.6483,-73.1317
Milton,WA,47.2483,-122.3155
Milton,WI,42.7791,-88.9531
Milton,WV,38.4140,-82.1458
Milton Center,OH,41.3025,-83.8289
Milton Freewater,OR,45.9486,-118.3912
Milton Mills,NH,43.5025,-70.9697
Milton Village,MA,42.2667,-71.0722
Miltona,MN,46.0545,-95.3258
Miltonvale,KS,39.3481,-97.4579
Milwaukee,NC,36.4053,-77.2325
Milwaukee,WI,43.0343,-87.9151
Mimbres,NM,32.8609,-107.9423
Mims,FL,28.6974,-80.8663
Mina,NV,38.3906,-118.1078
Minatare,NE,41.8493,-103.4890
Minburn,IA,41.7562,-94.0150
Minco,OK,35.3067,-97.9664
Minden,IA,41.4654,-95.5519
Minden,LA,32.6323,-93.2886
Minden,NE,40.5091,-98.9383
Minden,NV,39.0218,-119.7314
Minden,TX,32.0497,-94.7630
Minden,WV,37.9758,-81.1197
Minden City,MI,43.6814,-82.7299
Mindenmines,MO,37.4520,-94.5756
Mindoro,WI,44.0287,-91.0642
Mine Hill,NJ,40.8782,-74.5978
Mineola,IA,41.1102,-95.7557
Mineola,NY,40.7469,-73.6398
Mineola,TX,32.6661,-95.4870
Mineral,CA,40.3288,-121.5248
Mineral,IL,41.4036,-89.8201
Mineral,TX,28.5483,-97.9039
Mineral,VA,37.9986,-77.8781
Mineral,WA,46.7096,-122.1861
Mineral Bluff,GA,34.9341,-84.2541
Mineral City,OH,40.6257,-81.3546
Mineral Point,MO,37.9156,-90.7193
Mineral Point,PA,40.3793,-78.8352
Mineral Point,WI,42.8547,-90.1646
Mineral Ridge,OH,41.1318,-80.7553
Mineral Springs,AR,33.8639,-93.9188
Mineral Springs,NC,34.9378,-80.6689
Mineral Springs,PA,40.9981,-78.3639
Mineral Wells,TX,32.8103,-98.0631
Mineral Wells,WV,39.2100,-81.5305
Minersville,PA,40.6906,-76.2615
Minersville,UT,38.2142,-112.9228
Minerva,KY,38.7053,-83.9192
Minerva,NY,43.7811,-73.9835
Minerva,OH,40.7420,-81.1031
Minetto,NY,43.3981,-76.4778
Mineville,NY,44.0876,-73.5236
Minford,OH,38.8751,-82.8555
Mingo,IA,41.7898,-93.2880
Mingo,OH,40.2081,-83.6383
Mingo Junction,OH,40.3203,-80.6250
Mingoville,PA,40.9322,-77.6483
Mingus,TX,32.5627,-98.4263
Minidoka,ID,42.7598,-113.6200
Minier,IL,40.4359,-89.3165
Minisink Hills,PA,40.9983,-75.1375
Minneapolis,KS,39.1295,-97.6688
Minneapolis,MN,44.9835,-93.2683
Minneapolis,MN,45.0496,-93.2461
Minneapolis,NC,36.0992,-81.9872
Minneola,FL,28.5742,-81.7464
Minneola,KS,37.4245,-99.9604
Minneota,MN,44.5587,-95.9767
Minnesota City,MN,44.0832,-91.7418
Minnesota Lake,MN,43.8295,-93.8282
Minnetonka,MN,44.9138,-93.4850
Minnetonka Beach,MN,44.9397,-93.5764
Minnewaukan,ND,48.0698,-99.2743
Minnie,KY,37.4722,-82.7542
Minoa,NY,43.0772,-76.0098
Minocqua,WI,45.8719,-89.7580
Minong,WI,46.1044,-91.8506
Minonk,IL,40.8985,-89.0349
Minooka,IL,41.4615,-88.2786
Minor Hill,TN,35.0500,-87.1522
Minot,MA,42.1958,-70.7264
Minot,ME,44.0856,-70.3206
Minot,ND,48.2291,-101.2985
Minot Afb,ND,48.4232,-101.3168
Minotola,NJ,39.5155,-74.9467
Minster,OH,40.3910,-84.3729
Mint Spring,VA,38.0744,-79.1011
Minter,AL,32.0954,-86.9250
Minter City,MS,33.7515,-90.3133
Minto,AK,65.0584,-149.6912
Minto,ND,48.2989,-97.3337
Minturn,AR,35.9761,-91.0337
Minturn,CO,39.5328,-106.3933
Minturn,SC,34.5169,-79.4725
Mio,MI,44.6665,-84.1353
Mira Loma,CA,33.9938,-117.5236
Miracle,KY,36.7606,-83.5842
Miramar Beach,FL,30.3823,-86.3509
Miramonte,CA,36.6894,-119.0477
Miranda,CA,40.2347,-123.8225
Mirando City,TX,27.4450,-99.0011
Mirror Lake,NH,43.6366,-71.2729
Misenheimer,NC,35.4847,-80.2886
Mishawaka,IN,41.6507,-86.1623
Mishicot,WI,44.2609,-87.6447
Mission,KS,39.0198,-94.6651
Mission,SD,43.2850,-100.5954
Mission,TX,26.2415,-98.3426
Mission Hill,SD,42.9836,-97.3349
Mission Hills,CA,34.2619,-118.4587
Mission Viejo,CA,33.6000,-117.6711
Mississippi State,MS,33.4594,-88.7908
Missoula,MT,46.8563,-114.0252
Missouri City,MO,39.2408,-94.2878
Missouri City,TX,29.5704,-95.5423
Missouri Valley,IA,41.5644,-95.8913
Mistletoe,KY,37.3314,-83.5881
